,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
17,0,0,0,0,0,0,0,0,0,0,0,0,244,0,148,123,179,5748,84,93,0,12,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,220,0,139,121,185,103,5737,100,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,238,0,148,133,178,102,93,5724,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,7327,0,0,0,0,43,0,0,0,0,0,98,91,84,67,0
22,0,0,0,8,7,0,0,0,0,0,0,1812,0,1,0,0,0,0,0,0,0,0,18585,480,0,0,0,669,876,0,0,39,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,2,0,609,0,0,0,0,0,0,0,0,0,0,106,2311,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33377,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9492,0,0,0,0,0,94,0,0,0,0,0
26,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,113,0,469,0,0,0,0,1179,0,0,0,0,0,12,10,4,5,0
27,0,0,2,1,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,28,0,12455,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3347,0,0,11,0,0,0,0,7
29,0,3,0,0,0,0,0,35,0,0,0,16,0,107,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,21002,0,281,0,0,0,0,0
30,0,0,0,50,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,213,8,0,0,0,0,0
31,0,0,1,94,0,0,313,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,42,0,4725,0,0,0,0,0
32,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,578,0,0,0,0,22,0,0,0,0,0,5634,76,94,100,0
33,0,0,0,0,0,0,0,0,198,0,0,0,0,0,1,0,0,0,0,0,0,594,0,0,0,0,22,0,0,0,0,0,89,5254,79,97,0
34,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,1,0,0,0,0,0,568,0,0,0,0,23,0,0,0,0,0,101,82,5302,89,0
35,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,1,0,0,579,0,0,0,0,22,0,0,0,0,0,93,78,94,5632,0
36,0,0,5,27,28,0,0,0,0,1,6,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,1041
